transaction UUID,Driver UUID,Trip UUID,Description,vs reporting,Paid to you,Paid to you : Your earnings,Paid to you : Trip balance : Payouts : Cash collected,Paid to you : Your earnings : Fare,Paid to you : Your earnings : Taxes,Paid to you:Your earnings:Fare:Fare,Paid to you:Trip balance:Refunds:Toll,Paid to you:Your earnings:Tip,Paid to you:Your earnings:Taxes:Income tax withholding,Paid to you:Your earnings:Fare:Booking fee,Paid to you:Your earnings:Fare:UberX Priority,Paid to you:Your earnings:Fare:Max Fare Adjustment,Paid to you:Your earnings:Fare:Wait Time at Pick-up,Paid to you:Your earnings:Fare:Package Fare,Paid to you:Your earnings:Fare:Additional time charges,Paid to you:Your earnings:Fare:Adjustment,Paid to you:Your earnings:Fare:Surge,Paid to you:Your earnings:Fare:Cancellation,Paid to you:Your earnings:Fare:Additional cancellation fee for extended wait time,Paid to you:Your earnings:Fare:Reservation Fee
b6dd3f69-8d2c-37b5-886c-e0329218c20c,54bad470-c12e-45c5-8910-9559f03ea34b,7272b5b6-3a2e-4708-9935-659155cab9d8,trip completed order,2024-08-06 14:28:27.638 +0530 IST,-50.84,316.15,-412,316.15,0,316.15,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
6b18b840-4f8a-3b07-903f-ef3901d24628,54bad470-c12e-45c5-8910-9559f03ea34b,7272b5b6-3a2e-4708-9935-659155cab9d8,trip fare adjust order,2024-08-06 14:28:29.224 +0530 IST,-3.61,-3.61,0,0,0,0,0,0,-3.61,0,0,0,0,0,0,0,0,0,0,0
49749aad-4749-3791-855b-1040f38898c4,47234e95-0d39-458e-bd76-616a05603baf,e832a587-43e8-4d01-bfbf-641c405c2a30,trip completed order,2024-08-06 14:55:57.444 +0530 IST,-58.27,191.73,-250,191.73,0,191.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a8453b39-3c65-3f05-a2fa-b7a3fb67dfe2,47234e95-0d39-458e-bd76-616a05603baf,e832a587-43e8-4d01-bfbf-641c405c2a30,trip fare adjust order,2024-08-06 14:55:59.129 +0530 IST,-1.92,-1.92,0,0,0,0,0,0,-1.92,0,0,0,0,0,0,0,0,0,0,0
03baa0db-6851-36e1-b727-8a316acb4c17,100b888d-c025-49b3-814d-eb21f147c87c,a42cf970-d20d-434f-8812-36a2182ac63f,trip completed order,2024-08-06 15:21:06.912 +0530 IST,401.98,301.98,0,301.98,0,300.21,100,0,0,0,0,0,1.77,0,0,0,0,0,0,0
ff11c8e3-2c77-3e17-bc43-f444231fe11a,100b888d-c025-49b3-814d-eb21f147c87c,a42cf970-d20d-434f-8812-36a2182ac63f,trip fare adjust order,2024-08-06 15:21:08.933 +0530 IST,-4.02,-4.02,0,0,0,0,0,0,-4.02,0,0,0,0,0,0,0,0,0,0,0
8636d9f6-b0b7-3d88-a8e8-34f9510565b8,54bad470-c12e-45c5-8910-9559f03ea34b,4e69e895-5b08-4316-b7e7-0916e8cb06d1,trip completed order,2024-08-06 15:46:56.836 +0530 IST,407.25,307.25,0,307.25,0,307.25,100,0,0,0,0,0,0,0,0,0,0,0,0,0
44161219-f10d-3b74-8acf-59d991e451b8,54bad470-c12e-45c5-8910-9559f03ea34b,4e69e895-5b08-4316-b7e7-0916e8cb06d1,trip fare adjust order,2024-08-06 15:46:58.497 +0530 IST,-4.07,-4.07,0,0,0,0,0,0,-4.07,0,0,0,0,0,0,0,0,0,0,0
f11fc34e-7684-3143-8ba1-3fab647ff927,100b888d-c025-49b3-814d-eb21f147c87c,317c0397-fab9-45c6-a3c2-e49b11d26002,trip completed order,2024-08-06 15:58:00.949 +0530 IST,-16,152.19,-168.19,152.19,0,179.69,0,0,0,0,0,-27.5,0,0,0,0,0,0,0,0
08e7fc98-b9f5-32a3-b7c3-16955a8e5043,100b888d-c025-49b3-814d-eb21f147c87c,317c0397-fab9-45c6-a3c2-e49b11d26002,trip fare adjust order,2024-08-06 15:58:02.612 +0530 IST,-1.52,-1.52,0,0,0,0,0,0,-1.52,0,0,0,0,0,0,0,0,0,0,0
763a47d1-6997-30d7-b8ef-96c65ccb2280,100b888d-c025-49b3-814d-eb21f147c87c,6f6819c2-97d7-4b65-849d-2b48ae4ef20e,trip completed order,2024-08-06 17:48:00.268 +0530 IST,-58.43,151.57,-210,151.57,0,204.68,0,0,0,0,0,-53.11,0,0,0,0,0,0,0,0
2b522922-9da3-3a1d-b609-12353f6a26fc,100b888d-c025-49b3-814d-eb21f147c87c,6f6819c2-97d7-4b65-849d-2b48ae4ef20e,trip fare adjust order,2024-08-06 17:48:02.009 +0530 IST,-1.52,-1.52,0,0,0,0,0,0,-1.52,0,0,0,0,0,0,0,0,0,0,0
e70e2d92-09cc-3e4e-bd4c-712a29872f57,100b888d-c025-49b3-814d-eb21f147c87c,30616041-6c52-47fe-bde6-f2785793d4fe,trip fare adjust order,2024-08-06 17:49:03.669 +0530 IST,50,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
d2a66f60-0485-3171-b62d-f8d5ddbfddf9,100b888d-c025-49b3-814d-eb21f147c87c,638c8193-c5f0-48e9-be37-186cc7e8d815,trip completed order,2024-08-06 19:07:39.147 +0530 IST,196.2,196.2,0,196.2,0,443.59,0,0,0,0,0,-380.46,0,0,0,0,133.07,0,0,0
621b1ed1-86bf-3a84-91e2-8aaf9486dbd3,100b888d-c025-49b3-814d-eb21f147c87c,638c8193-c5f0-48e9-be37-186cc7e8d815,trip fare adjust order,2024-08-06 19:07:41.039 +0530 IST,-1.96,-1.96,0,0,0,0,0,0,-1.96,0,0,0,0,0,0,0,0,0,0,0
67bd6a70-af00-3077-8c8b-537f96353fad,100b888d-c025-49b3-814d-eb21f147c87c,eca80bcc-604d-4f03-9af6-1af0fecb6e78,trip completed order,2024-08-06 21:39:47.288 +0530 IST,787.59,742.58,0,742.58,0,709.24,45.01,0,0,0,33.34,0,0,0,0,0,0,0,0,0
4c6485ce-1d36-3bac-b53b-1a3e4109b750,100b888d-c025-49b3-814d-eb21f147c87c,eca80bcc-604d-4f03-9af6-1af0fecb6e78,trip fare adjust order,2024-08-06 21:39:49.24 +0530 IST,-7.88,-7.88,0,0,0,0,0,0,-7.88,0,0,0,0,0,0,0,0,0,0,0
07b3e30e-64cc-3820-9d0e-73ed354f95ad,100b888d-c025-49b3-814d-eb21f147c87c,aba0ccee-2466-4210-9e76-efa86237a3a9,trip completed order,2024-08-06 22:35:15.707 +0530 IST,-82.26,266.73,-394,266.73,0,266.73,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
26e3de0c-55ca-3a89-bff8-164e5b754315,100b888d-c025-49b3-814d-eb21f147c87c,aba0ccee-2466-4210-9e76-efa86237a3a9,trip fare adjust order,2024-08-06 22:35:17.395 +0530 IST,-3.12,-3.12,0,0,0,0,0,0,-3.12,0,0,0,0,0,0,0,0,0,0,0
db3c3e49-7e8f-3ce7-a90a-637bb4b0d7c6,54bad470-c12e-45c5-8910-9559f03ea34b,8becd827-1362-4b8d-9d90-7c394b5c9636,trip completed order,2024-08-06 22:52:29.652 +0530 IST,915.69,770.68,0,770.68,0,770.68,145.01,0,0,0,0,0,0,0,0,0,0,0,0,0
536f6e81-321a-3598-9f3b-625908990077,54bad470-c12e-45c5-8910-9559f03ea34b,8becd827-1362-4b8d-9d90-7c394b5c9636,trip fare adjust order,2024-08-06 22:52:31.856 +0530 IST,-9.16,-9.16,0,0,0,0,0,0,-9.16,0,0,0,0,0,0,0,0,0,0,0
dc11beef-9bea-32e3-b4cd-e0a6b8324ef2,54bad470-c12e-45c5-8910-9559f03ea34b,8becd827-1362-4b8d-9d90-7c394b5c9636,trip fare adjust order,2024-08-06 23:04:04.171 +0530 IST,-100,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0
84f46ba6-17cd-3d10-8e63-8a2bef5cf4a1,100b888d-c025-49b3-814d-eb21f147c87c,255718f4-8676-4c52-845c-8da98b000369,trip completed order,2024-08-06 23:54:06.284 +0530 IST,-54.35,150.65,-205,150.65,0,150.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a9f4cf1a-1561-38fc-b5e8-7485b742b3f8,100b888d-c025-49b3-814d-eb21f147c87c,255718f4-8676-4c52-845c-8da98b000369,trip fare adjust order,2024-08-06 23:54:08.313 +0530 IST,-1.51,-1.51,0,0,0,0,0,0,-1.51,0,0,0,0,0,0,0,0,0,0,0
5fdef663-d9ef-38c4-a931-6a6ae051450c,47234e95-0d39-458e-bd76-616a05603baf,a68d442b-0228-4ee3-9de8-7f2c74564e32,trip completed order,2024-08-07 00:02:08.405 +0530 IST,556.72,356.72,0,356.72,0,356.72,200,0,0,0,0,0,0,0,0,0,0,0,0,0
791055c2-6cbb-3680-ac15-0952e9b3da76,47234e95-0d39-458e-bd76-616a05603baf,a68d442b-0228-4ee3-9de8-7f2c74564e32,trip fare adjust order,2024-08-07 00:02:10.163 +0530 IST,-5.57,-5.57,0,0,0,0,0,0,-5.57,0,0,0,0,0,0,0,0,0,0,0
f3845eb0-6d7d-3bc2-861c-82baa88d211e,54bad470-c12e-45c5-8910-9559f03ea34b,f4452760-8765-46e8-9f1f-2c12439f5a9e,trip completed order,2024-08-07 01:21:18.466 +0530 IST,257.85,257.85,0,257.85,0,257.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3b418d7d-0f56-3c31-be75-dcfbeed0a401,54bad470-c12e-45c5-8910-9559f03ea34b,f4452760-8765-46e8-9f1f-2c12439f5a9e,trip fare adjust order,2024-08-07 01:21:20.422 +0530 IST,-2.58,-2.58,0,0,0,0,0,0,-2.58,0,0,0,0,0,0,0,0,0,0,0
0b2d79b7-f089-3536-a464-c1cac0e05542,47234e95-0d39-458e-bd76-616a05603baf,3eb93634-57d0-41fa-bc4f-e457f3b4395b,trip completed order,2024-08-07 13:20:02.146 +0530 IST,-106.72,384.3,-691,384.3,0,350.96,199.98,0,0,0,33.34,0,0,0,0,0,0,0,0,0
a14fe56e-8ea6-3279-adc7-bb56aa0f6b63,47234e95-0d39-458e-bd76-616a05603baf,3eb93634-57d0-41fa-bc4f-e457f3b4395b,trip fare adjust order,2024-08-07 13:20:03.857 +0530 IST,-5.84,-5.84,0,0,0,0,0,0,-5.84,0,0,0,0,0,0,0,0,0,0,0
abc9b4b8-2e8c-3574-903c-213983625063,ecd990ea-f209-4d3b-aa30-2774860ed903,98cf4b9c-a923-43ef-9bb3-7855b653d4f8,trip completed order,2024-08-07 13:34:58.13 +0530 IST,-93.99,281.01,-575,281.01,0,281.01,200,0,0,0,0,0,0,0,0,0,0,0,0,0
6d64a8d2-bd98-3351-9c3a-c7080c5da371,ecd990ea-f209-4d3b-aa30-2774860ed903,98cf4b9c-a923-43ef-9bb3-7855b653d4f8,trip fare adjust order,2024-08-07 13:34:59.808 +0530 IST,-4.81,-4.81,0,0,0,0,0,0,-4.81,0,0,0,0,0,0,0,0,0,0,0
bb2a0e6c-916c-3f90-bf75-726dde7034cc,47234e95-0d39-458e-bd76-616a05603baf,427e8a67-238b-4a42-b9d2-d9a9d277096a,trip completed order,2024-08-07 13:53:36.015 +0530 IST,142.86,142.86,0,142.86,0,133.34,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0
e375729e-0170-3055-adf3-a7c868878af5,47234e95-0d39-458e-bd76-616a05603baf,427e8a67-238b-4a42-b9d2-d9a9d277096a,trip fare adjust order,2024-08-07 13:53:38.165 +0530 IST,-1.43,-1.43,0,0,0,0,0,0,-1.43,0,0,0,0,0,0,0,0,0,0,0
203878f8-695a-35f2-9092-bc338ebfd106,ecd990ea-f209-4d3b-aa30-2774860ed903,1f5441b7-82de-4406-bd30-a264a7db01b1,trip completed order,2024-08-07 14:10:34.358 +0530 IST,-25.45,176.55,-202,176.55,0,167.03,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0
64e52d9a-044f-326f-b4d7-aefe79edbaaf,ecd990ea-f209-4d3b-aa30-2774860ed903,1f5441b7-82de-4406-bd30-a264a7db01b1,trip fare adjust order,2024-08-07 14:10:35.981 +0530 IST,-1.77,-1.77,0,0,0,0,0,0,-1.77,0,0,0,0,0,0,0,0,0,0,0
71749b14-2049-3ca5-8ebc-85a214a2bd1c,100b888d-c025-49b3-814d-eb21f147c87c,d56ee376-f3dd-40f9-9f63-dbf372e927d7,trip completed order,2024-08-07 14:48:53.792 +0530 IST,106.66,106.66,0,106.66,0,106.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211d3a5-6e49-3b32-b11d-4f273bdbb1b9,100b888d-c025-49b3-814d-eb21f147c87c,d56ee376-f3dd-40f9-9f63-dbf372e927d7,trip fare adjust order,2024-08-07 14:48:55.746 +0530 IST,-1.07,-1.07,0,0,0,0,0,0,-1.07,0,0,0,0,0,0,0,0,0,0,0
d6f0d264-48e5-3efd-bf2d-1f46c4de8c4f,100b888d-c025-49b3-814d-eb21f147c87c,3c420bf3-32a8-451e-a332-5ea05c8b5d55,trip completed order,2024-08-07 15:06:42.392 +0530 IST,95.24,95.24,0,95.24,0,95.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25c8c327-6615-3da1-8197-663174a820bb,100b888d-c025-49b3-814d-eb21f147c87c,3c420bf3-32a8-451e-a332-5ea05c8b5d55,trip fare adjust order,2024-08-07 15:06:44.268 +0530 IST,-0.95,-0.95,0,0,0,0,0,0,-0.95,0,0,0,0,0,0,0,0,0,0,0
4387ed07-e792-313f-940d-cf4a7a3384a3,100b888d-c025-49b3-814d-eb21f147c87c,18ddaeb9-4300-4397-8734-a052bc1be9bf,trip completed order,2024-08-07 15:45:19.148 +0530 IST,-38.14,181.86,-220,181.86,0,181.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148a5ad1-3b32-30ec-af7d-ad0b97d7f324,100b888d-c025-49b3-814d-eb21f147c87c,18ddaeb9-4300-4397-8734-a052bc1be9bf,trip fare adjust order,2024-08-07 15:45:20.811 +0530 IST,-1.82,-1.82,0,0,0,0,0,0,-1.82,0,0,0,0,0,0,0,0,0,0,0
c2235179-6cda-35e9-8a8c-11053a46194b,ecd990ea-f209-4d3b-aa30-2774860ed903,3d8c863d-9e7e-4bb7-bebc-683e22da508e,trip completed order,2024-08-07 15:49:56.253 +0530 IST,402.13,302.13,0,302.13,0,285.71,100,0,0,14.28,0,0,2.14,0,0,0,0,0,0,0
2b0315e0-c782-323e-8648-711a7983c4a8,ecd990ea-f209-4d3b-aa30-2774860ed903,3d8c863d-9e7e-4bb7-bebc-683e22da508e,trip fare adjust order,2024-08-07 15:49:58.302 +0530 IST,-4.02,-4.02,0,0,0,0,0,0,-4.02,0,0,0,0,0,0,0,0,0,0,0
b67d2ed4-8304-320d-9cda-19750f7a50aa,ecd990ea-f209-4d3b-aa30-2774860ed903,ac00db24-276f-4385-adbe-03d562c8a4ac,trip completed order,2024-08-07 17:06:50.14 +0530 IST,459.79,459.79,0,459.79,0,521.72,0,0,0,0,0,-68.31,6.38,0,0,0,0,0,0,0
520c2c68-8951-37f8-8319-312b165f0699,ecd990ea-f209-4d3b-aa30-2774860ed903,ac00db24-276f-4385-adbe-03d562c8a4ac,trip fare adjust order,2024-08-07 17:06:51.992 +0530 IST,-4.6,-4.6,0,0,0,0,0,0,-4.6,0,0,0,0,0,0,0,0,0,0,0
c4159d87-b1c4-38b7-8081-d23b37bef874,ecd990ea-f209-4d3b-aa30-2774860ed903,16d74f18-350a-4f0e-9d5d-94cddc418bfa,trip completed order,2024-08-07 18:32:06.619 +0530 IST,399.29,354.28,0,354.28,0,320.94,45.01,0,0,0,33.34,0,0,0,0,0,0,0,0,0
f315ffc9-17d1-379d-8441-f7a4d2a84a73,ecd990ea-f209-4d3b-aa30-2774860ed903,16d74f18-350a-4f0e-9d5d-94cddc418bfa,trip fare adjust order,2024-08-07 18:32:08.324 +0530 IST,-3.99,-3.99,0,0,0,0,0,0,-3.99,0,0,0,0,0,0,0,0,0,0,0
2d61327b-116f-3305-8550-7c1991944e36,47234e95-0d39-458e-bd76-616a05603baf,07e3afc6-4d54-4ab1-ab5a-41ba2aac97f5,trip completed order,2024-08-07 18:59:25.595 +0530 IST,17.63,252.63,-235,252.63,0,252.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5fd494b9-dda4-375c-a908-083a08846976,47234e95-0d39-458e-bd76-616a05603baf,07e3afc6-4d54-4ab1-ab5a-41ba2aac97f5,trip fare adjust order,2024-08-07 18:59:27.275 +0530 IST,-2.53,-2.53,0,0,0,0,0,0,-2.53,0,0,0,0,0,0,0,0,0,0,0
b5b82379-cf2a-3122-8cf9-2b382ed9d271,100b888d-c025-49b3-814d-eb21f147c87c,7a1dce87-2cce-4268-ac53-ac60bb98f53e,trip completed order,2024-08-07 19:40:32.414 +0530 IST,17.06,611.05,-639,611.05,0,611.05,45.01,0,0,0,0,0,0,0,0,0,0,0,0,0
f379d4dc-6c84-3c96-ba79-8a0b312f6908,100b888d-c025-49b3-814d-eb21f147c87c,7a1dce87-2cce-4268-ac53-ac60bb98f53e,trip fare adjust order,2024-08-07 19:40:34.152 +0530 IST,-6.56,-6.56,0,0,0,0,0,0,-6.56,0,0,0,0,0,0,0,0,0,0,0
f1724ccf-c8ad-3016-b874-bd9b98d7be85,ecd990ea-f209-4d3b-aa30-2774860ed903,824974b9-b2ec-4f70-8dae-38430f63dccb,trip completed order,2024-08-07 20:28:00.982 +0530 IST,554.44,509.43,0,509.43,0,476.09,45.01,0,0,0,33.34,0,0,0,0,0,0,0,0,0
ede68ff1-9ac1-36db-962c-ced34a0e4dc4,ecd990ea-f209-4d3b-aa30-2774860ed903,824974b9-b2ec-4f70-8dae-38430f63dccb,trip fare adjust order,2024-08-07 20:28:02.759 +0530 IST,-5.54,-5.54,0,0,0,0,0,0,-5.54,0,0,0,0,0,0,0,0,0,0,0
671881f1-0f65-3b34-941c-e53e094de238,100b888d-c025-49b3-814d-eb21f147c87c,36174b77-408b-4c9b-beb1-0077d16c8128,trip completed order,2024-08-07 20:42:31.477 +0530 IST,697.21,597.21,0,597.21,0,597.21,100,0,0,0,0,0,0,0,0,0,0,0,0,0
89b82531-52f4-34fa-8b87-9fd3f1210897,100b888d-c025-49b3-814d-eb21f147c87c,36174b77-408b-4c9b-beb1-0077d16c8128,trip fare adjust order,2024-08-07 20:42:33.141 +0530 IST,-6.97,-6.97,0,0,0,0,0,0,-6.97,0,0,0,0,0,0,0,0,0,0,0
b8117273-f05e-3cff-af1d-e9aaf458a0a0,100b888d-c025-49b3-814d-eb21f147c87c,9f598db0-21c0-4bd3-ac7e-eeaa697cee2f,trip completed order,2024-08-07 21:09:59.994 +0530 IST,-37.43,151.57,-189,151.57,0,172.94,0,0,0,0,0,-21.37,0,0,0,0,0,0,0,0
0dc21685-7c71-3d87-a549-5a109512e044,100b888d-c025-49b3-814d-eb21f147c87c,9f598db0-21c0-4bd3-ac7e-eeaa697cee2f,trip fare adjust order,2024-08-07 21:10:01.652 +0530 IST,-1.52,-1.52,0,0,0,0,0,0,-1.52,0,0,0,0,0,0,0,0,0,0,0
5eb5e1b2-aa15-368a-bc11-9f11cb73d7c8,ecd990ea-f209-4d3b-aa30-2774860ed903,21b67fde-0891-4b01-8b2e-b8ab4b04b20a,trip completed order,2024-08-07 21:15:12.798 +0530 IST,151.57,151.57,0,151.57,0,168.7,0,0,0,0,0,-17.13,0,0,0,0,0,0,0,0
f63a96a8-cfd4-3541-903a-7a34950139b3,ecd990ea-f209-4d3b-aa30-2774860ed903,21b67fde-0891-4b01-8b2e-b8ab4b04b20a,trip fare adjust order,2024-08-07 21:15:14.7 +0530 IST,-1.52,-1.52,0,0,0,0,0,0,-1.52,0,0,0,0,0,0,0,0,0,0,0
a567406a-26b7-317d-98c3-bd1ea1ed1a10,100b888d-c025-49b3-814d-eb21f147c87c,a403e7e2-99bc-49fc-84b0-0795dcaa1fee,trip completed order,2024-08-07 22:06:45.373 +0530 IST,21.28,561.28,-790,561.28,0,561.28,250,0,0,0,0,0,0,0,0,0,0,0,0,0
fcba0c83-2f27-30b5-9305-af0dc4f519c7,100b888d-c025-49b3-814d-eb21f147c87c,a403e7e2-99bc-49fc-84b0-0795dcaa1fee,trip fare adjust order,2024-08-07 22:06:46.932 +0530 IST,-8.11,-8.11,0,0,0,0,0,0,-8.11,0,0,0,0,0,0,0,0,0,0,0
db299ff9-f74d-3e99-a283-be430d92e054,ecd990ea-f209-4d3b-aa30-2774860ed903,b4ef3116-3905-442e-bfdd-98c6863e1df5,trip completed order,2024-08-07 22:34:59.955 +0530 IST,251.79,251.79,0,251.79,0,251.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9244448c-8100-3315-b022-a1e49ab98885,ecd990ea-f209-4d3b-aa30-2774860ed903,b4ef3116-3905-442e-bfdd-98c6863e1df5,trip fare adjust order,2024-08-07 22:35:01.781 +0530 IST,-2.52,-2.52,0,0,0,0,0,0,-2.52,0,0,0,0,0,0,0,0,0,0,0
0d3545e9-c54b-3504-ab85-1d4c41ddd40d,100b888d-c025-49b3-814d-eb21f147c87c,78269b0a-2e66-45f6-b1e5-ea2c024f5f03,trip completed order,2024-08-07 23:05:20.46 +0530 IST,-54.25,133.75,-188,133.75,0,110.66,0,0,0,0,0,0,23.09,0,0,0,0,0,0,0
39b4e551-ca74-33de-8ea1-e9ff0d1cf536,100b888d-c025-49b3-814d-eb21f147c87c,78269b0a-2e66-45f6-b1e5-ea2c024f5f03,trip fare adjust order,2024-08-07 23:05:22.078 +0530 IST,-1.34,-1.34,0,0,0,0,0,0,-1.34,0,0,0,0,0,0,0,0,0,0,0
daa75817-b93a-3cd4-8f6e-1d1c09b0d631,100b888d-c025-49b3-814d-eb21f147c87c,33dc176e-36bd-4920-81b1-27ffdcbf9487,trip completed order,2024-08-07 23:22:45.15 +0530 IST,-47.66,133.34,-181,133.34,0,133.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d8327629-6800-3ca4-93e1-89f8acfebd5d,100b888d-c025-49b3-814d-eb21f147c87c,33dc176e-36bd-4920-81b1-27ffdcbf9487,trip fare adjust order,2024-08-07 23:22:46.761 +0530 IST,-1.33,-1.33,0,0,0,0,0,0,-1.33,0,0,0,0,0,0,0,0,0,0,0
